"Parent","parent_sku","post_parent","ID","post_status","menu_order","sku","downloadable","virtual","stock","stock_status","regular_price","sale_price","weight","length","width","height","tax_class","file_path","file_paths","download_limit","images","downloadable_files","tax:product_shipping_class","meta:attribute_pa_chain","meta:attribute_pa_color","meta:attribute_pa_diamonds","meta:attribute_pa_material","meta:attribute_pa_measure"
"01482 B","01482 B VARIABLE","1705","1817","publish","0","01482 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01482-b/01482-DB.jpg","","","","db","","",""
"01482 B","01482 B VARIABLE","1705","1818","publish","0","01482 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01482-b/01482-R.jpg","","","","r","","",""
"01482 B","01482 B VARIABLE","1705","1819","publish","0","01482 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01482-b/01482-W.jpg","","","","w","","",""
"01482 B","01482 B VARIABLE","1705","1820","publish","0","01482 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01482-b/01482-B.jpg","","","","b","","",""
"PF019 B","PF019 B VARIABLE","1706","2069","publish","1","PF019 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf019-b/PF019-B.jpg","","","","b","","",""
"PF019 B","PF019 B VARIABLE","1706","2068","publish","3","PF019 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf019-b/PF019-TB.jpg","","","","tb","","",""
"PF019 B","PF019 B VARIABLE","1706","2067","publish","2","PF019 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf019-b/PF019-DB.jpg","","","","db","","",""
"PF026 B","PF026 B VARIABLE","1707","2072","publish","0","PF026 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf026-b/PF026-GR.jpg","","","","gr","","",""
"PF026 B","PF026 B VARIABLE","1707","2073","publish","0","PF026 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf026-b/PF026-B.jpg","","","","b","","",""
"23782 B","23782 B VARIABLE","1708","1834","publish","2","23782 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23782-b/23782-GR.jpg","","","","gr","","",""
"23782 B","23782 B VARIABLE","1708","1835","publish","3","23782 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23782-b/23782-R.jpg","","","","r","","",""
"23782 B","23782 B VARIABLE","1708","1836","publish","4","23782 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23782-b/23782-W.jpg","","","","w","","",""
"23782 B","23782 B VARIABLE","1708","1837","publish","1","23782 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23782-b/23782-B.jpg","","","","b","","",""
"PF024 B","PF024 B VARIABLE","1709","2070","publish","0","PF024 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf024-b/PF024-R.jpg","","","","r","","",""
"PF024 B","PF024 B VARIABLE","1709","2071","publish","0","PF024 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf024-b/PF024-B.jpg","","","","b","","",""
"PF004 B","PF004 B VARIABLE","1711","2048","publish","0","PF004 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf004-b/PF004-R.jpg","","","","r","","",""
"PF004 B","PF004 B VARIABLE","1711","2049","publish","0","PF004 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf004-b/PF004-TB.jpg","","","","tb","","",""
"PF004 B","PF004 B VARIABLE","1711","2050","publish","0","PF004 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf004-b/PF004-B.jpg","","","","b","","",""
"23910 BG","23910 BG VARIABLE","1712","1851","publish","2","23910 BS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-BS.jpg","","","","bs","","",""
"23910 BG","23910 BG VARIABLE","1712","1852","publish","3","23910 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-DB.jpg","","","","db","","",""
"23910 BG","23910 BG VARIABLE","1712","1853","publish","4","23910 DBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-DBS.jpg","","","","dbs","","",""
"23910 BG","23910 BG VARIABLE","1712","1854","publish","5","23910 DV","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-DV.jpg","","","","dv","","",""
"23910 BG","23910 BG VARIABLE","1712","1855","publish","6","23910 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-GR.jpg","","","","gr","","",""
"23910 BG","23910 BG VARIABLE","1712","1856","publish","7","23910 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-R.jpg","","","","r","","",""
"23910 BG","23910 BG VARIABLE","1712","1857","publish","8","23910 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-W.jpg","","","","w","","",""
"23910 BG","23910 BG VARIABLE","1712","1858","publish","1","23910 BG","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23910-bg/23910-BG.jpg","","","","bg","","",""
"63006 BG","63006 BG VARIABLE","1713","1877","publish","0","63006 BS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63006-bg/63006-BS.jpg","","","","bs","","",""
"63006 BG","63006 BG VARIABLE","1713","1878","publish","0","63006 DBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63006-bg/63006-DBS.jpg","","","","dbs","","",""
"63006 BG","63006 BG VARIABLE","1713","1879","publish","0","63006 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63006-bg/63006-R.jpg","","","","r","","",""
"63006 BG","63006 BG VARIABLE","1713","1880","publish","0","63006 BG","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63006-bg/63006-BG.jpg","","","","bg","","",""
"PF015 DB","PF015 DB VARIABLE","1715","2058","publish","1","PF015 B","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf015-db/PF015-B.jpg","","","","b","","",""
"PF015 DB","PF015 DB VARIABLE","1715","2059","publish","3","PF015 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf015-db/PF015-GR.jpg","","","","gr","","",""
"PF015 DB","PF015 DB VARIABLE","1715","2060","publish","4","PF015 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf015-db/PF015-R.jpg","","","","r","","",""
"PF015 DB","PF015 DB VARIABLE","1715","2061","publish","5","PF015 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf015-db/PF015-W.jpg","","","","w","","",""
"PF015 DB","PF015 DB VARIABLE","1715","2062","publish","2","PF015 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf015-db/PF015-DB.jpg","","","","db","","",""
"PF003 DB","PF003 DB VARIABLE","1716","2044","publish","0","PF003 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf003-db/PF003-GR.jpg","","","","gr","","",""
"PF003 DB","PF003 DB VARIABLE","1716","2045","publish","0","PF003 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf003-db/PF003-R.jpg","","","","r","","",""
"PF003 DB","PF003 DB VARIABLE","1716","2047","publish","0","PF003 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf003-db/PF003-DB.jpg","","","","db","","",""
"PF003 DB","PF003 DB VARIABLE","1716","2046","publish","0","PF003 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf003-db/PF003-TB.jpg","","","","tb","","",""
"PF029 DB","PF029 DB VARIABLE","1717","2074","publish","2","PF029 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf029-db/PF029-GR.jpg","","","","gr","","",""
"PF029 DB","PF029 DB VARIABLE","1717","2075","publish","3","PF029 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf029-db/PF029-R.jpg","","","","r","","",""
"PF029 DB","PF029 DB VARIABLE","1717","2077","publish","1","PF029 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf029-db/PF029-DB.jpg","","","","db","","",""
"PF029 DB","PF029 DB VARIABLE","1717","2076","publish","4","PF029 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf029-db/PF029-TB.jpg","","","","tb","","",""
"23927 DB","23927 DB VARIABLE","1718","1859","publish","0","23927 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23927-db/23927-R.jpg","","","","r","","",""
"23927 DB","23927 DB VARIABLE","1718","1860","publish","0","23927 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23927-db/23927-DB.jpg","","","","db","","",""
"PF010 DB","PF010 DB VARIABLE","1719","2057","publish","0","PF010 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf010-db/PF010-R.jpg","","","","r","","",""
"PF010 DB","PF010 DB VARIABLE","1719","2640","publish","0","PF010 DB","no","no","","instock","214.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf010-db/PF010-DB.jpg","","","","db","","",""
"23800 DB","23800 DB VARIABLE","1720","1838","publish","0","23800 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23800-db/23800-R.jpg","","","","r","","",""
"23800 DB","23800 DB VARIABLE","1720","1839","publish","0","23800 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23800-db/23800-TB.jpg","","","","tb","","",""
"23800 DB","23800 DB VARIABLE","1720","1840","publish","0","23800 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23800-db/23800-DB.jpg","","","","db","","",""
"23947 DB","23947 DB VARIABLE","1721","1872","publish","3","23947 V","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23947-db/23947-V.jpg","","","","v","","",""
"23947 DB","23947 DB VARIABLE","1721","1873","publish","1","23947 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23947-db/23947-DB.jpg","","","","db","","",""
"23947 DB","23947 DB VARIABLE","1721","1873","publish","1","23947 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23947-db/23947-DB.jpg","","","","db","","",""
"PF016 DB","PF016 DB VARIABLE","1722","2063","publish","2","PF016 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf016-db/PF016-R.jpg","","","","r","","",""
"PF016 DB","PF016 DB VARIABLE","1722","2064","publish","3","PF016 V","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf016-db/PF016-V.jpg","","","","v","","",""
"PF016 DB","PF016 DB VARIABLE","1722","2065","publish","4","PF016 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf016-db/PF016-W.jpg","","","","w","","",""
"PF016 DB","PF016 DB VARIABLE","1722","2066","publish","1","PF016 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/peter-carl-faberge/pf016-db/PF016-DB.jpg","","","","db","","",""
"23878 DB","23878 DB VARIABLE","1723","1848","publish","2","23878 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23878-db/23878-TB.jpg","","","","tb","","",""
"23878 DB","23878 DB VARIABLE","1723","1849","publish","3","23878 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23878-db/23878-W-1.jpg","","","","w","","",""
"23878 DB","23878 DB VARIABLE","1723","1850","publish","1","23878 DB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23878-db/23878-DB.jpg","","","","db","","",""
"23928 DBG","23928 DBG VARIABLE","1724","1861","publish","2","23928 DBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23928-dbg/23928-DBS.jpg","","","","dbs","","",""
"23928 DBG","23928 DBG VARIABLE","1724","1862","publish","3","23928 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23928-dbg/23928-R.jpg","","","","r","","",""
"23928 DBG","23928 DBG VARIABLE","1724","1863","publish","4","23928 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23928-dbg/23928-TB.jpg","","","","tb","","",""
"23928 DBG","23928 DBG VARIABLE","1724","1864","publish","5","23928 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23928-dbg/23928-W.jpg","","","","w","","",""
"23928 DBG","23928 DBG VARIABLE","1724","1865","publish","1","23928 DBG","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/23928-dbg/23928-DBG.jpg","","","","dbg","","",""
"01498 R","01498 R VARIABLE","1725","1824","publish","0","01498 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01498-r/01498-R.jpg","","","","r","","",""
"01498 R","01498 R VARIABLE","1725","1825","publish","0","01498 TBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01498-r/01498-TBS.jpg","","","","tbs","","",""
"01498 R","01498 R VARIABLE","1725","1826","publish","0","01498 DBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01498-r/01498-DBS.jpg","","","","dbs","","",""
"23840 DV","23840 DV VARIABLE","1726","1845","publish","0","23840 R","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23840-dv/23840-R.jpg","","","","r","","",""
"23840 DV","23840 DV VARIABLE","1726","1846","publish","0","23840 V","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23840-dv/23840-V.jpg","","","","v","","",""
"23840 DV","23840 DV VARIABLE","1726","1847","publish","0","23840 DV","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23840-dv/23840-DV.jpg","","","","dv","","",""
"13907 G","13907 G VARIABLE","1727","1827","publish","0","13907 S","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/13907-g/13907-S.jpg","","","","s","","",""
"13907 G","13907 G VARIABLE","1727","1828","publish","0","13907 G","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/13907-g/13907-G.jpg","","","","g","","",""
"23979 G","23979 G VARIABLE","1728","1874","publish","0","23979 S","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23979-g/23979-S.jpg","","","","s","","",""
"23979 G","23979 G VARIABLE","1728","2639","publish","0","23979 G","no","no","","instock","214.00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/23979-g/23979-G.jpg","","","","g","","",""
"63003 G","63003 G VARIABLE","1729","1875","publish","0","63003 S","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63003-g/63003-S.jpg","","","","s","","",""
"63003 G","63003 G VARIABLE","1729","1876","publish","0","63003 G","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/63003-g/63003-G.jpg","","","","g","","",""
"01493 GDB","01493 GDB VARIABLE","1730","1821","publish","2","01493 GW","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/01493-gdb/01493-GW.jpg","","","","gw","","",""
"01493 GDB","01493 GDB VARIABLE","1730","1822","publish","3","01493 WDB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/01493-gdb/01493-WDB.jpg","","","","wdb","","",""
"01493 GDB","01493 GDB VARIABLE","1730","1823","publish","1","01493 GDB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/01493-gdb/01493-GDB.jpg","","","","gdb","","",""
"15964 GR","15964 GR VARIABLE","1731","1832","publish","0","15964 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/15964-gr/15964-TB.jpg","","","","tb","","",""
"15964 GR","15964 GR VARIABLE","1731","1833","publish","0","15964 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/15964-gr/15964-GR.jpg","","","","gr","","",""
"01480 GR","01480 GR VARIABLE","1732","1814","publish","0","01480 TBS","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01480-gr/01480-TBS.jpg","","","","tbs","","",""
"01480 GR","01480 GR VARIABLE","1732","1815","publish","0","01480 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01480-gr/01480-W.jpg","","","","w","","",""
"01480 GR","01480 GR VARIABLE","1732","1816","publish","0","01480 GR","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/emperor/01480-gr/01480-GR.jpg","","","","gr","","",""
"13915 TB","13915 TB VARIABLE","1733","1829","publish","2","13915 V","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/13915-tb/13915-V.jpg","","","","v","","",""
"13915 TB","13915 TB VARIABLE","1733","1830","publish","3","13915 W","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/13915-tb/13915-W.jpg","","","","w","","",""
"13915 TB","13915 TB VARIABLE","1733","1831","publish","1","13915 TB","no","no","","instock","214,00","","","","","","","","","","http://localhost/faberge/app/uploads/product/anastasija/13915-tb/13915-TB.jpg","","","","tb","","",""
"GOBLET4217 R","GOBLET4217 R VARIABLE","1754","1980","publish","0","GOBLET4217 DB","no","no","0","instock","150,00","","","","","","","","","","","","","","db","","","220-ml-x2"
"GOBLET4217 R","GOBLET4217 R VARIABLE","1754","1981","publish","0","GOBLET4217 V","no","no","0","instock","150,00","","","","","","","","","","","","","","v","","","220-ml-x2"
"GOBLET4217 R","GOBLET4217 R VARIABLE","1754","1982","publish","0","GOBLET4217 GR","no","no","0","instock","150,00","","","","","","","","","","","","","","gr","","","220-ml-x2"
"GOBLET4217 R","GOBLET4217 R VARIABLE","1754","1983","publish","0","GOBLET4217 R","no","no","0","instock","150,00","","","","","","","","","","","","","","r","","","220-ml-x2"
"P000816-B-W","P000816-B-W VARIABLE","1755","1996","publish","0","P000816-B-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","25-mm"
"P000816-B-W","P000816-B-W VARIABLE","1755","1997","publish","0","P000816-B-W","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","28-mm"
"P000816-G-W","P000816-G-W VARIABLE","1756","1998","publish","0","P000816-G-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","25-mm"
"P000816-G-W","P000816-G-W VARIABLE","1756","1999","publish","0","P000816-G-W","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","28-mm"
"P000817-B-W","P000817-B-W VARIABLE","1757","2000","publish","0","P000817-B-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","25-mm"
"P000817-B-W","P000817-B-W VARIABLE","1757","2001","publish","0","P000817-B-W","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","28-mm"
"P000817-G-W","P000817-G-W VARIABLE","1758","2002","publish","0","P000817-G-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","25-mm"
"P000817-G-W","P000817-G-W VARIABLE","1758","2003","publish","0","P000817-G-W","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","28-mm"
"P000818-B-W","P000818-B-W VARIABLE","1759","2004","publish","0","P000818-B-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","25-mm"
"P000818-B-W","P000818-B-W VARIABLE","1759","2005","publish","0","P000818-B-W","no","no","0","instock","128,00","","","","","","","","","","","","","","b-w","","","28-mm"
"P000818-G-W","P000818-G-W VARIABLE","1760","2006","publish","0","P000818-G-W-1","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","25-mm"
"P000818-G-W","P000818-G-W VARIABLE","1760","2007","publish","0","P000818-G-W","no","no","0","instock","128,00","","","","","","","","","","","","","","g-w","","","28-mm"
"FTD-FRUIT1435/6 V","FTD-FRUIT1435/6 V VARIABLE","1761","1976","publish","0","FTD-FRUIT1435/6 R","no","no","0","instock","440,00","","","","","","","","","","","","","","r","","","28-cm"
"FTD-FRUIT1435/6 V","FTD-FRUIT1435/6 V VARIABLE","1761","1977","publish","0","FTD-FRUIT1435/6 DB","no","no","0","instock","440,00","","","","","","","","","","","","","","db","","","28-cm"
"FTD-FRUIT1435/6 V","FTD-FRUIT1435/6 V VARIABLE","1761","1978","publish","0","FTD-FRUIT1435/6 GR","no","no","0","instock","440,00","","","","","","","","","","","","","","gr","","","28-cm"
"FTD-FRUIT1435/6 V","FTD-FRUIT1435/6 V VARIABLE","1761","1979","publish","0","FTD-FRUIT1435/6 V","no","no","0","instock","440,00","","","","","","","","","","","","","","v","","","28-cm"
"DOF20260 R","DOF20260 R VARIABLE","1775","2119","publish","0","DOF20260 DB ","no","no","0","instock","120,00","","","","","","","","","","","","","","db","","","320-ml-x2"
"DOF20260 R","DOF20260 R VARIABLE","1775","2120","publish","0","DOF20260 V ","no","no","0","instock","120,00","","","","","","","","","","","","","","v","","","320-ml-x2"
"DOF20260 R","DOF20260 R VARIABLE","1775","2121","publish","0","DOF20260 GR ","no","no","0","instock","120,00","","","","","","","","","","","","","","gr","","","320-ml-x2"
"DOF20260 R","DOF20260 R VARIABLE","1775","2122","publish","0","DOF20260 R ","no","no","0","instock","120,00","","","","","","","","","","","","","","r","","","320-ml-x2"
"HB20001 DB","HB20001 DB VARIABLE","1776","1987","publish","0","HB20001 R","no","no","0","instock","130,00","","","","","","","","","","","","","","r","","","350-ml-x2"
"HB20001 DB","HB20001 DB VARIABLE","1776","1988","publish","0","HB20001 V","no","no","0","instock","130,00","","","","","","","","","","","","","","v","","","350-ml-x2"
"HB20001 DB","HB20001 DB VARIABLE","1776","1989","publish","0","HB20001 GR","no","no","0","instock","130,00","","","","","","","","","","","","","","gr","","","350-ml-x2"
"HB20001 DB","HB20001 DB VARIABLE","1776","1990","publish","0","HB20001 DB","no","no","0","instock","130,00","","","","","","","","","","","","","","db","","","350-ml-x2"
"EGG2187/8-250P B","EGG2187/8-250P B VARIABLE","1780","1946","publish","0","EGG2187/8-250P W","no","no","0","instock","220,00","","","","","","","","","","","","","","w","","","9-x-135-cm"
"EGG2187/8-250P B","EGG2187/8-250P B VARIABLE","1780","1947","publish","0","EGG2187/8 250P B","no","no","0","instock","220,00","","","","","","","","","","","","","","b","","","9-x-135-cm"
"EGG2187/8 V","EGG2187/8 V VARIABLE","1781","1948","publish","0","EGG2187/8 R","no","no","0","instock","240,00","","","","","","","","","","","","","","r","","","9-x-135-cm"
"EGG2187/8 V","EGG2187/8 V VARIABLE","1781","1949","publish","0","EGG2187/8 DB","no","no","0","instock","240,00","","","","","","","","","","","","","","db","","","9-x-135-cm"
"EGG2187/8 V","EGG2187/8 V VARIABLE","1781","1950","publish","0","EGG2187/8 GR","no","no","0","instock","240,00","","","","","","","","","","","","","","gr","","","9-x-135-cm"
"EGG2187/8 V","EGG2187/8 V VARIABLE","1781","1951","publish","0","EGG2187/8 V","no","no","0","instock","240,00","","","","","","","","","","","","","","v","","","9-x-135-cm"
"FTD-EGG2187/8 GR","FTD-EGG2187/8 GR VARIABLE","1782","1972","publish","0","FTD-EGG2187/8 R","no","no","0","instock","290,00","","","","","","","","","","","","","","r","","","9-x-22-cm"
"FTD-EGG2187/8 GR","FTD-EGG2187/8 GR VARIABLE","1782","1973","publish","0","FTD-EGG2187/8 DB","no","no","0","instock","290,00","","","","","","","","","","","","","","db","","","9-x-22-cm"
"FTD-EGG2187/8 GR","FTD-EGG2187/8 GR VARIABLE","1782","1974","publish","0","FTD-EGG2187/8 V","no","no","0","instock","290,00","","","","","","","","","","","","","","v","","","9-x-22-cm"
"FTD-EGG2187/8 GR","FTD-EGG2187/8 GR VARIABLE","1782","1975","publish","0","FTD-EGG2187/8 GR","no","no","0","instock","290,00","","","","","","","","","","","","","","gr","","","9-x-22-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1930","publish","0","EGG BOX2410-B-S DB","no","no","0","instock","200,00","","","","","","","","","","","","","","db","","","95-x-135-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1931","publish","0","EGG BOX2410-B-S V","no","no","0","instock","200,00","","","","","","","","","","","","","","v","","","95-x-135-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1932","publish","0","EGG BOX2410-B-S GR","no","no","0","instock","200,00","","","","","","","","","","","","","","gr","","","95-x-135-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1933","publish","0","EGG BOX2410-B-M R","no","no","0","instock","260,00","","","","","","","","","","","","","","r","","","115-x-165-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1934","publish","0","EGG BOX2410-B-M DB","no","no","0","instock","260,00","","","","","","","","","","","","","","db","","","115-x-165-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1935","publish","0","EGG BOX2410-B-M V","no","no","0","instock","260,00","","","","","","","","","","","","","","v","","","115-x-165-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1936","publish","0","EGG BOX2410-B-M GR","no","no","0","instock","260,00","","","","","","","","","","","","","","gr","","","115-x-165-cm"
"EGG BOX2410-B-S R","EGG BOX2410-B-S R VARIABLE","1783","1937","publish","0","EGG BOX2410-B-S R","no","no","0","instock","260,00","","","","","","","","","","","","","","r","","","115-x-165-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1938","publish","0","EGG BOX2410-S DB","no","no","","instock","200,00","","","","","","","","","","","","","","db","","","95-x-135-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1939","publish","0","EGG BOX2410-S V","no","no","","instock","200,00","","","","","","","","","","","","","","v","","","95-x-135-cm"
"EGG BOX2410-S R","EGG BOX2410-S R VARIABLE","1784","1940","publish","0","EGG BOX2410-S GR","no","no","","instock","200,00","","","","","","","","","","","","","","gr","","","95-x-135-cm"
